1356998631519,9.69,8.745,-11.764
1356998632038,9.642,8.836,-11.701
1356998632549,9.738,8.824,-11.113
1356998633057,9.786,9.007,-11.456
1356998633563,9.738,9.145,-11.248
1356998634073,9.69,8.938,-11.721
1356998634585,9.786,8.833,-11.65
1356998635091,9.786,8.984,-11.601
1356998635599,9.882,9.082,-11.64
1356998636108,9.834,8.903,-11.689
1356998636612,9.834,9.205,-11.343
1356998637118,9.882,8.63,-11.676
1356998637626,9.93,9.165,-11.862
1356998638134,9.882,8.95,-12.687
1356998638640,9.882,9.031,-11.738
1356998639146,9.834,9.114,-11.572
1356998639653,9.834,8.727,-12.035
1356998640161,9.93,8.313,-11.318
1356998640677,9.978,8.989,-11.669
1356998641185,9.93,9.124,-11.625
1356998641689,9.882,8.854,-11.187
1356998642195,9.978,8.924,-11.684
1356998642702,9.93,9.198,-11.837
1356998643206,9.93,9.182,-11.695
1356998643712,9.978,8.904,-11.944
1356998644219,10.074,8.821,-11.208
1356998644724,10.074,8.348,-11.69
1356998645230,9.978,9.066,-11.58
1356998645736,10.074,9.211,-11.538
1356998646242,10.074,9.079,-11.515
1356998646748,10.026,9.211,-11.997
1356998647256,9.978,14.464,-21.797
1356998647762,9.93,2.954,-2.207
1356998781830,10.84,7.937,-12.206
1356998782349,10.888,8.118,-12.382
1356998782860,10.888,8.047,-12.519
1356998783370,10.888,7.939,-12.455
1356998783876,10.888,7.682,-12.065
1356998784387,10.84,8.326,-12.692
1356998784898,10.936,7.999,-12.627
1356998785405,10.792,8.465,-12.487
1356998785913,10.936,8.069,-12.35
1356998786421,10.792,8.409,-12.627
1356998786927,10.888,7.799,-12.469
1356998787433,10.984,8.216,-12.451
1356998787939,10.888,8.082,-12.454
1356998788445,10.888,7.903,-12.648
1356998788957,10.745,8.245,-12.392
1356998789467,10.84,8.111,-12.262
1356998789974,10.888,7.4,-12.367
1356998790482,10.888,8.117,-12.64
1356998790990,10.888,8.114,-12.755
1356998791497,10.84,7.886,-12.481
1356998792003,10.888,8.287,-12.699
1356998792509,10.888,8.327,-12.393
1356998793014,10.888,7.8,-12.554
1356998793520,10.84,8.177,-12.37
1356998794026,10.792,7.904,-12.812
1356998794530,10.936,8.787,-12.554
1356998795036,10.888,7.971,-12.21
1356998795541,10.936,8.285,-12.03
1356998796045,10.84,8.201,-12.422
1356998796551,10.888,8.011,-12.572
1356998797057,10.888,8.065,-12.39
1356998797564,10.888,7.894,-12.744
1356998798068,10.888,8.337,-12.577
1356998798572,10.936,8.32,-12.829
1356998799078,10.888,8.049,-12.022
1356998799584,10.84,8.083,-12.345
1356998800090,10.792,7.757,-12.687
1356998800599,10.84,7.993,-12.403
1356998801103,10.888,9.077,-12.506
1356998801607,10.888,7.792,-12.797
1356998802113,10.936,8.222,-12.489
1356998802619,10.888,8.012,-12.178
1356998803125,10.888,9.13,-12.356
1356998803637,10.792,8.405,-12.74
1356998804142,10.888,8.305,-12.637
1356998804646,10.888,7.805,-12.587
1356998805153,10.984,7.943,-12.651
1356998805657,10.936,8.001,-12.549
1356998806163,10.84,7.88,-12.761
1356998806669,10.888,8.216,-12.216
1356998807175,10.84,8.004,-12.642
1356998807681,10.888,8.197,-12.268
1356998808187,11.703,8.144,-12.663
1356998808693,10.888,8.256,-12.299
1356998809199,10.936,8.141,-12.532
1356998809705,10.936,8.178,-12.152
1356998810211,10.888,8.678,-12.487
1356998810716,10.888,8.083,-12.759
1356998811225,10.84,9.143,-12.671
1356998811729,10.888,8.254,-12.787
1356998812235,10.888,8.082,-12.137
1356998812741,10.936,8.058,-12.796
1356998813247,10.984,8.053,-12.655
1356998886976,11.176,6.322,-11.887
1356998887497,11.128,6.624,-11.978
1356998888010,11.128,6.77,-11.81
1356998888516,11.176,6.769,-11.981
1356998889023,11.128,7.048,-12.772
1356998889531,11.128,6.642,-11.762
1356998890041,11.128,7.21,-11.713
1356998890549,11.128,7.307,-11.774
1356998891057,11.128,7.089,-11.174
1356998891564,11.128,7.297,-11.664
1356998892070,11.032,7.198,-11.915
1356998892576,11.176,7.339,-11.743
1356998893082,11.128,7.257,-11.671
1356998893601,11.08,8.17,-12.44
1356998894105,11.08,7.768,-11.398
1356998894611,11.128,7.947,-11.6
1356998895118,11.176,7.381,-11.843
1356998895624,11.128,7.504,-11.71
1356998896128,11.08,7.813,-11.824
1356998896636,11.08,7.114,-11.864
1356998897142,11.176,7.735,-11.994
1356998897649,11.176,7.564,-11.657
1356998898153,11.128,7.561,-11.783
1356998898659,11.176,7.391,-11.886
1356998899171,11.176,7.654,-11.518
1356998899677,11.176,7.443,-11.617
1356998900183,11.128,7.844,-11.717
1356998900689,11.272,7.365,-11.496
1356998901193,11.176,7.675,-11.527
1356998901701,11.224,7.272,-11.088
1356998902207,11.224,6.967,-12.915
1356998902712,11.176,7.363,-11.522
1356998903218,11.176,6.973,-12.102
1356998903724,11.176,7.417,-11.884
1356998904230,11.176,7.707,-12.237
1356998904737,11.08,7.416,-12.374
1356998905246,11.128,7.085,-12.14
1356998905753,11.176,7.441,-11.862
1356998906259,11.176,8.062,-11.668
1356998906766,11.176,7.732,-11.731
1356998907272,11.176,7.038,-11.837
1356998907778,11.128,7.99,-12.056
1356998908285,11.176,7.044,-12.169
1356998908789,11.224,7.479,-12.03
1356998909295,11.08,7.676,-11.872
1356998909801,11.176,7.877,-11.9
1356998910307,11.176,7.693,-11.641
1356998910813,11.176,7.752,-11.331
1356998911319,11.751,7.168,-11.499
1356998911825,11.128,7.327,-11.85
1356998912331,11.128,7.668,-11.832
1356998912837,11.08,8.213,-12.03
1356998913343,11.128,7.29,-11.589
1356998913849,11.176,7.762,-11.806
1356998914355,11.272,7.175,-12.852
1356998914859,11.224,7.729,-11.77
1356998915363,11.08,8.196,-12.721
1356998915869,11.224,7.523,-11.618
1356998916376,11.08,7.462,-11.496
1356998916881,11.176,7.563,-11.845
1356998917386,11.128,7.521,-12.571
1356998917892,11.176,7.743,-11.579
1356998918398,11.128,7.21,-11.435
1356998918904,11.08,7.82,-12.194
1356998919411,11.176,7.621,-10.627
1356998919920,11.176,6.75,-11.881
1356998920427,11.176,7.101,-12.619
1356998920931,11.128,7.294,-13.902
1356998921437,11.176,4.688,-6.125
1356998921943,11.128,6.562,-12.561
1356998922449,11.176,7.478,-12.414
1356998922955,11.128,7.68,-11.951
1356998923461,11.128,7.705,-12.107
1356998923967,11.224,7.969,-12.069
1356998924475,11.08,7.593,-11.889
1356998924984,11.224,7.6,-11.875
1356998925488,11.224,7.606,-11.729
1356998925992,11.176,7.566,-12.048
1356998926498,11.08,7.755,-12.058
1356998927004,11.176,7.415,-12.03
1356998927510,11.176,7.644,-12.044
1356998928016,11.176,5.82,-4.764
1356998928522,11.176,7.528,-12.534
1356998929028,11.176,7.621,-11.983
1356998929532,11.176,7.8,-11.54
1356998930036,11.128,6.241,-13.353
1356998930540,11.224,8.049,-12.539
1356998931047,11.128,6.719,-12.066
1356998931555,11.176,7.466,-11.785
1356998932059,11.128,7.931,-12.055
1356998932564,11.272,7.816,-13.277
1356998933068,11.176,7.615,-12.034
1356998933574,11.08,7.554,-12.023
1356998934080,11.176,7.589,-12.042
1356998934587,11.176,7.623,-11.631
1356998935091,11.08,6.606,-11.439
1356998935597,11.224,8.32,-12.801
1356998936104,11.176,8.127,-8.546
1356998936615,11.224,8.891,-11.22
1356998937119,11.224,5.825,-11.901
1356998937625,11.272,7.7,-11.688
1356998938131,11.128,7.792,-12.411
1356998938637,11.176,7.299,-10.503
1356998939141,11.176,8.057,-11.525
1356998939647,11.224,9.122,-12.091
1356998940151,11.224,6.022,-11.794
1356998940656,11.176,6.374,-11.542
1356998941161,11.224,7.971,-11.159
1356998941670,11.272,8.894,-15.639
1356998942174,11.224,7.791,-11.961
1356998942680,11.224,7.511,-11.665
1356998943186,11.224,7.575,-11.827
1356998943692,11.224,7.739,-11.449
1356998944198,11.224,7.872,-11.476
1356998944704,11.224,7.807,-12.145
1356998945210,11.128,7.935,-11.586
1356998945716,11.272,7.693,-11.692
1356998946220,11.176,7.802,-11.704
1356998946726,11.272,7.707,-11.78
1356998947234,11.176,8.586,-10.837
1356998947738,11.176,9.779,-13.579
1356998948242,11.176,8.121,-12.539
1356998948748,11.08,7.429,-9.326
1356998949254,11.176,7.462,-8.856
1356998949760,11.176,8.743,-10.908
1356998950266,11.176,10.244,-9.507
1356998950772,11.224,10.328,-12.071
1356998951279,11.176,15.269,-13.534
1356998951783,11.272,14.024,-9.703
1356998952287,11.224,-0.973,-10.71
1356998952794,11.176,0.454,-12.433
1356998953302,11.224,-2.391,-9.34
1356998953814,11.224,4.294,-7.219
1356998954319,11.224,10.637,-11.51
1356998954826,11.224,10.436,-14.497
1356998955330,11.176,10.758,-12.246
1356998955834,11.272,9.26,-12.338
1356998956339,11.224,8.541,-11.553
1356998956845,11.224,7.012,-10.252
1356998957351,11.176,7.465,-12.165
1356998957857,11.176,7.504,-12.19
1356998958361,11.224,8.161,-12.273
1356998958867,11.224,7.411,-12.159
1356998959373,11.176,7.492,-12.445
1356998959879,11.176,7.354,-12.347
1356998960385,11.176,7.685,-12.416
1356998960891,11.272,7.281,-12.194
1356998961395,11.272,7.754,-12.121
1356998961901,11.224,7.213,-12.06
1356998962407,11.176,7.52,-12.424
1356998962913,11.176,7.467,-11.686
1356998963417,11.224,7.774,-12.154
1356998963922,11.176,7.627,-12.208
1356998964426,11.32,7.681,-12.211
1356998964932,11.176,7.716,-12.114
1356998965438,11.128,9.032,-11.936
1356998965944,11.272,7.638,-11.135
1356998966449,11.272,7.804,-12.603
1356998966955,11.224,7.457,-12.237
1356998967461,11.176,7.5,-12.218
1356998967965,11.224,7.288,-12.367
1356998968472,11.224,7.395,-12.24
1356998968976,11.176,7.808,-12.203
1356998969482,11.176,7.469,-12.028
1356998969988,11.128,7.666,-12.478
1356998970492,11.224,7.363,-12.124
1356998970997,11.176,7.482,-12.102
1356998971503,11.224,7.487,-12.197
1356998972009,11.176,8.102,-12.19
1356998972514,11.272,7.568,-12.393
1356998973018,11.176,7.587,-12.221
1356998973524,11.224,7.646,-12.939
1356998974030,11.176,7.785,-12.022
1356998974534,11.176,7.407,-12.446
1356998975037,11.176,7.68,-12.187
1356998975543,11.272,7.508,-12.223
1356998976047,11.176,7.722,-12.043
1356998976553,11.272,7.751,-11.972
1356998977059,11.176,7.821,-12.402
1356998977565,11.176,7.7,-12.38
1356998978069,11.176,7.605,-12.409
1356998978573,11.224,7.724,-12.459
1356998979076,11.224,7.609,-12.22
1356998979581,11.224,7.563,-12.254
1356998980086,11.176,7.47,-12.445
1356998980592,11.128,7.763,-12.177
1356998981098,11.128,7.404,-11.949
1356998981604,11.176,7.422,-12.214
1356998982109,11.272,7.877,-12.166
