1461089220946,-1.282454874
1461089221197,2.413502237
1461089221447,0.970940638
1461089221698,5.968546105
1461089221743,3.556754085
1461089221948,5.778863472
1461089221995,2.825633286
1461089222198,3.735346378
1461089222247,3.184483614
1461089222448,2.489969931
1461089222500,7.155249714
1461089222699,2.13186004
1461089222753,2.156539138
1461089222949,8.582127082
1461089223003,4.282582275
1461089223202,7.384634666
1461089223253,7.151979185
1461089223453,8.313923779
1461089223504,8.463541863
1461089223706,5.195790688
1461089223756,1.98625124
1461089223958,6.30954596
1461089224007,4.747812437
1461089224212,10.89270961
1461089224257,3.709156055
1461089224466,6.690946348
1461089224507,9.97395875
1461089224717,8.123126545
1461089224758,4.856541744
1461089224968,8.414801182
1461089225009,12.91385694
1461089225219,10.30522601
1461089225262,5.400992668
1461089225471,11.01116569
1461089225513,10.3753639
1461089225721,6.640059608
1461089225768,5.176484123
1461089225971,6.351577152
1461089226021,5.814546455
1461089226224,7.696111836
1461089226271,10.7401389
1461089226477,9.83171581
1461089226525,9.344889738
1461089226729,14.94102115
1461089226777,6.084345676
1461089226979,13.63345055
1461089227028,11.15976138
1461089227231,12.89462646
1461089227278,8.331555419
1461089227484,6.484164211
1461089227529,6.492071861
1461089227734,12.14720006
1461089227781,8.758827363
1461089227984,11.52943032
1461089228035,12.02341057
1461089228236,15.26799843
1461089228286,8.772479144
1461089228487,11.6540598
1461089228540,11.0490997
1461089228738,15.12442556
1461089228791,12.06280688
1461089228990,11.42103781
1461089229043,13.02006279
1461089229240,6.898951055
1461089229293,11.71670251
1461089229493,14.17845615
1461089229542,12.48155205
1461089229743,8.664549997
1461089229794,8.601667875
1461089229995,10.64792981
1461089230050,12.99471066
1461089230248,12.31300303
1461089230302,9.48029976
1461089230499,4.582526768
1461089230554,12.13551597
1461089230750,11.30733215
1461089230805,9.984357339
1461089231001,3.496087748
1461089231057,8.474513344
1461089231252,9.86413448
1461089231310,6.22740693
1461089231504,1.907263951
1461089231561,7.752455839
1461089231756,8.629130004
1461089231813,10.1818895
1461089232008,4.102736328
1461089232065,3.698115359
1461089232261,8.995761085
1461089232316,9.384482071
1461089232513,6.735419647
1461089232566,2.009932255
1461089232765,0.037101362
1461089232817,0.853513748
1461089233017,2.713286234
1461089233070,3.980914944
1461089233269,-0.781720477
1461089233321,6.227963119
1461089233520,1.188702345
1461089233573,-1.699590775
1461089233770,-3.48189025
1461089233824,-1.125575048
1461089234022,-2.616721456
1461089234077,2.314504882
1461089234275,1.729403661
1461089234330,3.913212455
1461089234527,-0.977697409
1461089234582,2.076933346
1461089234777,-4.378649425
1461089234833,2.879491945
1461089235029,1.941776459
1461089235084,0.029890513
1461089235282,-5.627406868
1461089235337,-1.881899677
1461089235534,-1.679650837
1461089235588,1.781602814
1461089235786,-4.887720126
1461089235839,1.511028714
1461089236039,-4.43809619
1461089236094,-0.45642162
1461089236291,-3.053311485
1461089236345,-7.748288134
1461089236543,-4.210404642
1461089236596,0.163932589
1461089236794,-10.59973458
1461089236848,-6.215830338
1461089237048,-1.886821958
1461089237099,-2.673603147
1461089237305,-8.531662252
1461089237351,-9.814166536
1461089237559,-9.947484761
1461089237603,-6.834116392
1461089237815,-3.816395277
1461089237855,-7.559070453
1461089238071,-6.36805974
1461089238105,-9.105011388
1461089238326,-7.817279233
1461089238357,-10.36596977
1461089238582,-11.02213627
1461089238609,-10.40525948
1461089238838,-6.26623813
1461089238862,-11.55762497
1461089239094,-7.999423585
1461089239114,-6.570314693
1461089239350,-6.62233807
1461089239365,-7.221854528
1461089239607,-6.157803169
1461089239616,-8.291686571
1461089239860,-13.79163484
1461089239869,-5.84740786
1461089240116,-6.495201037
1461089240123,-4.823702384
1461089240371,-8.477559181
1461089240379,-4.895622089
1461089240626,-4.142396377
1461089240633,-5.703979657
1461089240880,-5.867736058
1461089240889,-6.432150934
1461089241137,-12.43062385
1461089241145,-10.02350359
1461089241388,-11.189813
1461089241395,-8.874808023
