1356998632003,24,0,0,0,0
1356998633012,24,0,0,0,0
1356998634020,24,0,0,0,0
1356998635045,24,0,0,0,0
1356998636052,24,0,0,0,0
1356998637060,24,0,0,0,0
1356998638067,24,0,0,0,0
1356998639074,24,0,0,0,0
1356998640082,24,0,0,0,0
1356998641090,25,0,0,0,0
1356998642100,25,0,0,0,0
1356998643107,25,0,0,0,0
1356998644113,25,0,0,0,0
1356998645120,25,0,0,0,0
1356998646128,25,0,0,0,0
1356998647133,24,0,0,0,0
1356998782314,24,0,0,0,0
1356998783324,25,0,0,0,0
1356998784331,25,0,0,0,0
1356998785338,25,0,0,0,0
1356998786345,25,0,0,0,0
1356998787358,25,0,0,0,0
1356998788365,25,0,0,0,0
1356998789372,25,0,0,0,0
1356998790380,24,0,0,0,0
1356998791387,25,0,0,0,0
1356998792394,25,0,0,0,0
1356998793401,24,0,0,0,0
1356998794424,25,0,0,0,0
1356998795431,25,0,0,0,0
1356998796437,25,0,0,0,0
1356998797444,25,0,0,0,0
1356998798450,25,0,0,0,0
1356998799458,24,0,0,0,0
1356998800466,24,0,0,0,0
1356998801472,25,0,0,0,0
1356998802478,25,0,0,0,0
1356998803485,24,0,0,0,0
1356998804493,24,0,0,0,0
1356998805498,25,0,0,0,0
1356998806505,25,0,0,0,0
1356998807512,24,0,0,0,0
1356998808519,25,0,0,0,0
1356998809526,24,0,0,0,0
1356998810534,24,0,0,0,0
1356998811542,25,0,0,0,0
1356998812549,25,0,0,0,0
1356998887465,25,0,0,0,0
1356998888475,25,0,0,0,0
1356998889482,25,0,0,0,0
1356998890491,25,0,0,0,0
1356998891502,25,0,0,0,0
1356998892509,25,0,0,0,0
1356998893515,25,0,0,0,0
1356998894521,26,0,0,0,0
1356998895529,25,0,0,0,0
1356998896535,25,0,0,0,0
1356998897543,25,0,0,0,0
1356998898550,25,0,0,0,0
1356998899557,25,0,0,0,0
1356998900565,25,0,0,0,0
1356998901571,25,0,0,0,0
1356998902578,25,0,0,0,0
1356998903584,25,0,0,0,0
1356998904592,25,0,0,0,0
1356998905599,25,0,0,0,0
1356998906605,25,0,0,0,0
1356998907611,25,0,0,0,0
1356998908619,25,0,0,0,0
1356998909624,25,0,0,0,0
1356998910631,25,0,0,0,0
1356998911639,25,0,0,0,0
1356998912647,25,0,0,0,0
1356998913655,25,0,0,0,0
1356998914660,25,0,0,0,0
1356998915667,25,0,0,0,0
1356998916675,25,0,0,0,0
1356998917682,25,0,0,0,0
1356998918690,25,0,0,0,0
1356998919696,25,0,0,0,0
1356998920703,25,0,0,0,0
1356998921713,25,0,0,0,0
1356998922720,26,0,0,0,0
1356998923726,25,0,0,0,0
1356998924733,25,0,0,0,0
1356998925741,25,0,0,0,0
1356998926749,25,0,0,0,0
1356998927757,25,0,0,0,0
1356998928767,25,0,0,0,0
1356998929774,25,0,0,0,0
1356998930782,25,0,0,0,0
1356998931787,25,0,0,0,0
1356998932794,25,0,0,0,0
1356998933800,25,0,0,0,0
1356998934808,25,0,0,0,0
1356998935813,25,0,0,0,0
1356998936820,25,0,0,0,0
1356998937826,25,0,0,0,0
1356998938834,25,0,0,0,0
1356998939840,25,0,0,0,0
1356998940845,25,0,0,0,0
1356998941852,25,0,0,0,0
1356998942857,25,0,0,0,0
1356998943864,24,0,0,0,0
1356998944872,25,0,0,0,0
1356998945877,25,0,0,0,0
1356998946884,25,0,0,0,0
1356998947892,25,0,0,0,0
1356998948898,25,0,0,0,0
1356998949904,25,0,0,0,0
1356998950912,25,0,0,0,0
1356998951918,25,0,0,0,0
1356998952926,25,0,0,0,0
1356998953933,25,0,0,0,0
1356998954940,25,0,0,0,0
1356998955950,25,0,0,0,0
1356998956961,25,0,0,0,0
1356998957967,25,0,0,0,0
1356998958975,25,0,0,0,0
1356998959980,25,0,0,0,0
1356998960986,25,0,0,0,0
1356998961993,25,0,0,0,0
1356998962999,25,0,0,0,0
1356998964005,25,0,0,0,0
1356998965013,25,0,0,0,0
1356998966018,25,0,0,0,0
1356998967025,25,0,0,0,0
1356998968033,25,0,0,0,0
1356998969039,25,0,0,0,0
1356998970046,25,0,0,0,0
1356998971054,25,0,0,0,0
1356998972059,25,0,0,0,0
1356998973066,25,0,0,0,0
1356998974074,25,0,0,0,0
1356998975081,25,0,0,0,0
1356998976088,25,0,0,0,0
1356998977096,25,0,0,0,0
1356998978104,25,0,0,0,0
1356998979113,25,0,0,0,0
1356998980118,25,0,0,0,0
1356998981125,25,0,0,0,0
1356998982131,25,0,0,0,0
1356998983137,25,0,0,0,0
1356998984144,24,0,0,0,0
1356998985151,25,0,0,0,0
1356998986158,25,0,0,0,0
1356998987165,25,0,0,0,0
1356998988171,25,0,0,0,0
1356998989178,25,0,0,0,0
1356998990186,25,0,0,0,0
1356998991192,25,0,0,0,0
1356998992199,25,0,0,0,0
1356998993206,25,0,0,0,0
1356998994213,25,0,0,0,0
1356998995221,25,0,0,0,0
1356998996228,25,0,0,0,0
1356998997235,25,0,0,0,0
1356998998242,25,0,0,0,0
1356998999250,25,0,0,0,0
1356999000257,25,0,0,0,0
1356999001264,25,0,0,0,0
1356999002271,25,0,0,0,0
1356999003277,25,0,0,0,0
1356999004285,25,0,0,0,0
1356999005292,25,0,0,0,0
1356999006300,25,0,0,0,0
1356999007305,25,0,0,0,0
1356999008311,25,0,0,0,0
1356999009318,25,0,0,0,0
1356999010326,25,0,0,0,0
1356999011331,25,0,0,0,0
1356999012338,25,0,0,0,0
1356999013343,25,0,0,0,0
1356999014350,25,0,0,0,0
1356999015357,25,0,0,0,0
1356999016364,25,0,0,0,0
1356999017372,25,0,0,0,0
1356999018379,25,0,0,0,0
1356999019387,25,0,0,0,0
1356999020394,24,0,0,0,0
1356999021401,25,0,0,0,0
1356999022408,25,0,0,0,0
1356999023414,25,0,0,0,0
1356999024420,25,0,0,0,0
1356999025428,25,0,0,0,0
1356999026434,25,0,0,0,0
1356999027441,25,0,0,0,0
1356999028448,25,0,0,0,0
1356999029454,25,0,0,0,0
1356999030461,25,0,0,0,0
1356999031467,25,0,0,0,0
1356999032475,25,0,0,0,0
1356999033483,25,0,0,0,0
1356999034488,25,0,0,0,0
1356999035495,25,0,0,0,0
1356999036503,25,0,0,0,0
1356999037511,24,0,0,0,0
1356999038518,25,0,0,0,0
1356999039524,24,0,0,0,0
1356999040531,25,0,0,0,0
1356999041539,25,0,0,0,0
1356999042545,25,0,0,0,0
1356999043553,25,0,0,0,0
1356999044559,25,0,0,0,0
1356999045566,25,0,0,0,0
1356999046574,25,0,0,0,0
1356999047580,25,0,0,0,0
1356999048586,25,0,0,0,0
1356999049593,25,0,0,0,0
1356999050600,25,0,0,0,0
1356999051607,25,0,0,0,0
1356999052613,25,0,0,0,0
1356999053620,25,0,0,0,0
1356999054628,25,0,0,0,0
1356999055634,25,0,0,0,0
1356999127033,25,0,0,0,0
1356999128045,25,0,0,0,0
1356999141808,24,0,0,0,0
1356999142817,24,0,0,0,0
1356999143824,25,0,0,0,0
1356999144831,25,0,0,0,0
1356999145839,25,0,0,0,0
1356999146846,24,0,0,0,0
1356999147854,25,0,0,0,0
1356999148861,25,0,0,0,0
1356999149878,24,0,0,0,0
1356999150886,25,0,0,0,0
1356999151892,25,0,0,0,0
1356999391188,24,0,0,0,0
1356999392197,25,0,0,0,0
1356999393205,25,0,0,0,0
1356999394213,25,0,0,0,0
1356999395220,24,0,0,0,0
1356999396226,25,0,0,0,0
1356999397232,25,0,0,0,0
1356999398238,25,0,0,0,0
1356999399245,25,0,0,0,0
1356999400254,25,0,0,0,0
1356999401261,25,0,0,0,0
1356999402269,25,0,0,0,0
1356999403277,25,0,0,0,0
1356999404284,25,0,0,0,0
1356999405292,25,0,0,0,0
1356999406298,25,0,0,0,0
1356999407305,24,0,0,0,0
1356999408312,25,0,0,0,0
1356999409319,25,0,0,0,0
1356999410327,24,0,0,0,0
1356999411334,24,0,0,0,0
1356999412340,24,0,0,0,0
1356999413347,25,0,0,0,0
1356999414355,24,0,0,0,0
1356999415363,24,0,0,0,0
1356999416370,25,0,0,0,0
1356999417376,25,0,0,0,0
1356999418387,24,0,0,0,0
1356999419394,25,0,0,0,0
1356999420400,24,0,0,0,0
1356999421407,25,0,0,0,0
1356999422412,24,0,0,0,0
1356999423419,25,0,0,0,0
1356999424425,25,0,0,0,0
1356999425433,25,0,0,0,0
